Date,Open,High,Low,Close,Adj Close,Volume
2023-05-23,272.25,275.049988,270.450012,273.850006,273.850006,122077.0
2023-05-24,274.0,275.25,270.5,272.950012,272.950012,78171.0
2023-05-25,270.200012,270.299988,263.700012,267.649994,267.649994,209272.0
2023-05-26,267.25,269.049988,266.0,267.0,267.0,115589.0
2023-05-29,,,,,,
2023-05-30,266.5,270.0,266.450012,269.649994,269.649994,63177.0
2023-05-31,269.049988,272.950012,267.450012,271.649994,271.649994,78608.0
2023-06-01,271.149994,281.0,271.149994,279.850006,279.850006,190189.0
2023-06-02,281.0,283.799988,278.549988,282.100006,282.100006,264806.0
2023-06-05,283.350006,290.799988,283.299988,286.600006,286.600006,352919.0
2023-06-06,289.600006,291.100006,287.100006,290.75,290.75,121837.0
2023-06-07,292.350006,298.350006,289.0,294.850006,294.850006,216643.0
2023-06-08,297.649994,299.350006,288.0,288.549988,288.549988,158847.0
2023-06-09,290.0,294.399994,288.5,293.5,293.5,95392.0
2023-06-12,293.600006,301.700012,293.600006,299.399994,299.399994,114844.0
2023-06-13,300.049988,310.0,300.049988,309.0,309.0,230221.0
2023-06-14,309.25,323.649994,309.25,321.399994,321.399994,250953.0
2023-06-15,320.799988,325.0,317.049988,318.950012,318.950012,324211.0
2023-06-16,320.0,321.950012,314.450012,320.700012,320.700012,121775.0
2023-06-19,320.75,323.350006,310.049988,311.0,311.0,259029.0
2023-06-20,312.5,322.299988,305.299988,316.100006,316.100006,231969.0
2023-06-21,315.549988,318.700012,311.049988,311.899994,311.899994,213841.0
2023-06-22,313.950012,317.200012,306.049988,307.649994,307.649994,195378.0
2023-06-23,308.649994,308.649994,295.649994,296.899994,296.899994,151900.0
2023-06-26,296.899994,302.0,294.200012,300.649994,300.649994,154816.0
2023-06-27,301.149994,307.399994,301.149994,305.5,305.5,98714.0
2023-06-28,309.350006,315.850006,307.75,309.950012,309.950012,239047.0
2023-06-30,312.75,314.899994,309.0,312.0,312.0,241869.0
2023-07-03,,,,,,
2023-07-04,,,,,,
2023-07-05,,,,,,
2023-07-06,,,,,,
2023-07-07,314.5,326.899994,309.75,324.600006,324.600006,219499.0
2023-07-10,330.0,334.0,323.700012,326.5,326.5,470135.0
2023-07-11,,,,,,
2023-07-12,,,,,,
2023-07-13,,,,,,
2023-07-14,337.350006,341.0,334.0,336.799988,336.799988,168534.0
2023-07-17,336.850006,341.950012,334.799988,340.200012,340.200012,123550.0
2023-07-18,,,,,,
2023-07-19,340.100006,346.950012,338.950012,344.75,344.75,199235.0
2023-07-20,345.25,347.899994,343.0,346.299988,346.299988,111326.0
2023-07-21,345.950012,353.899994,342.649994,351.049988,351.049988,272674.0
2023-07-24,351.649994,359.450012,351.0,357.75,357.75,134085.0
2023-07-25,,,,,,
2023-07-26,439.0,440.0,417.399994,419.450012,419.450012,2219183.0
2023-07-27,,,,,,
2023-07-28,421.899994,421.899994,410.299988,413.450012,413.450012,409035.0
2023-07-31,,,,,,
2023-08-01,,,,,,
2023-08-02,,,,,,
2023-08-03,400.799988,404.350006,397.950012,402.600006,402.600006,310194.0
2023-08-04,407.950012,407.950012,399.950012,401.75,401.75,134688.0
2023-08-07,402.25,404.0,398.350006,398.700012,398.700012,94165.0
2023-08-08,400.0,401.200012,393.600006,394.549988,394.549988,88401.0
2023-08-09,394.600006,405.700012,394.600006,403.950012,403.950012,148344.0
2023-08-10,404.149994,409.950012,400.100006,404.600006,404.600006,156500.0
2023-08-11,405.049988,411.0,400.0,400.850006,400.850006,132859.0
2023-08-14,403.350006,404.149994,393.0,401.0,401.0,119576.0
2023-08-16,399.149994,405.950012,397.350006,403.850006,403.850006,133972.0
2023-08-17,404.049988,406.950012,400.0,400.600006,400.600006,106968.0
2023-08-18,400.049988,403.899994,399.0,400.399994,400.399994,108029.0
2023-08-21,399.049988,404.850006,399.049988,401.100006,401.100006,138748.0
2023-08-22,401.149994,405.700012,401.149994,403.149994,403.149994,159448.0
2023-08-23,405.0,406.100006,398.100006,403.100006,403.100006,78501.0
2023-08-24,401.649994,407.399994,401.649994,402.899994,402.899994,69186.0
2023-08-25,401.149994,406.299988,393.350006,396.950012,396.950012,114421.0
2023-08-28,397.299988,404.5,397.299988,399.850006,399.850006,65543.0
2023-08-29,398.200012,405.5,398.200012,403.600006,403.600006,78113.0
2023-08-30,404.049988,407.5,402.850006,403.25,403.25,111192.0
2023-08-31,403.299988,409.899994,396.75,399.5,399.5,68578.0
2023-09-01,402.75,408.200012,400.700012,405.899994,405.899994,169106.0
2023-09-04,406.049988,409.399994,403.950012,404.899994,404.899994,72052.0
2023-09-05,405.25,408.75,402.549988,404.899994,404.899994,89770.0
2023-09-06,404.950012,408.100006,404.0,407.149994,407.149994,69228.0
2023-09-07,407.450012,414.0,406.700012,412.399994,412.399994,93413.0
2023-09-08,414.100006,427.0,412.549988,424.799988,424.799988,452468.0
2023-09-11,430.299988,432.850006,426.149994,430.799988,430.799988,268887.0
2023-09-12,433.299988,434.549988,416.0,421.350006,421.350006,299492.0
2023-09-13,422.100006,427.649994,420.200012,424.600006,424.600006,91834.0
2023-09-14,428.899994,431.200012,426.450012,429.850006,429.850006,85972.0
2023-09-15,432.0,443.850006,426.100006,428.649994,428.649994,172224.0
2023-09-18,433.799988,435.600006,427.0,429.25,429.25,90735.0
2023-09-20,430.25,439.149994,429.5,430.149994,430.149994,129901.0
2023-09-21,428.100006,433.399994,419.399994,421.149994,421.149994,104172.0
2023-09-22,428.0,428.0,415.399994,416.899994,416.899994,87927.0
2023-09-25,419.100006,421.0,416.600006,417.350006,417.350006,63399.0
2023-09-26,422.0,422.0,415.0,416.899994,416.899994,56075.0
2023-09-27,417.049988,421.5,414.5,419.600006,419.600006,103298.0
2023-09-28,424.649994,424.649994,417.799988,418.700012,418.700012,58030.0
2023-09-29,422.799988,432.649994,421.5,428.0,428.0,111859.0
2023-10-03,431.799988,431.799988,420.75,421.75,421.75,105063.0
2023-10-04,420.799988,420.799988,410.0,413.149994,413.149994,88153.0
2023-10-05,415.649994,418.0,411.700012,413.850006,413.850006,51886.0
2023-10-06,419.0,420.200012,416.25,418.049988,418.049988,98797.0
2023-10-09,416.75,416.75,408.299988,409.350006,409.350006,87639.0
2023-10-10,409.049988,419.899994,409.049988,417.549988,417.549988,106230.0
2023-10-11,424.0,424.799988,419.75,422.200012,422.200012,70203.0
2023-10-12,425.75,426.5,423.700012,425.5,425.5,55186.0
2023-10-13,424.700012,443.25,422.799988,442.0,442.0,231943.0
2023-10-16,445.950012,448.549988,435.0,440.399994,440.399994,296693.0
2023-10-17,444.350006,444.399994,435.100006,435.600006,435.600006,43836.0
2023-10-18,437.700012,448.200012,435.600006,443.600006,443.600006,155248.0
2023-10-19,440.0,444.799988,436.850006,441.850006,441.850006,56534.0
2023-10-20,440.399994,449.0,438.700012,439.649994,439.649994,77630.0
2023-10-23,440.700012,443.75,424.549988,425.850006,425.850006,67290.0
2023-10-25,428.0,432.299988,417.0,418.700012,418.700012,61357.0
2023-10-26,419.0,419.0,410.0,413.149994,413.149994,111232.0
2023-10-27,415.700012,427.950012,415.700012,423.399994,423.399994,74966.0
2023-10-30,424.399994,425.399994,412.450012,418.799988,418.799988,67393.0
2023-10-31,427.25,427.850006,418.899994,419.850006,419.850006,55341.0
2023-11-01,422.0,425.450012,418.299988,423.100006,423.100006,180480.0
2023-11-02,426.950012,433.450012,424.200012,432.049988,432.049988,160319.0
2023-11-03,449.200012,449.649994,439.75,440.649994,440.649994,125832.0
2023-11-06,443.549988,445.0,434.0,434.600006,434.600006,58891.0
2023-11-07,435.700012,439.200012,432.399994,433.149994,433.149994,57056.0
2023-11-08,434.049988,438.600006,434.049988,435.850006,435.850006,42584.0
2023-11-09,438.649994,448.450012,436.649994,445.049988,445.049988,192140.0
2023-11-10,443.649994,447.0,439.299988,443.450012,443.450012,146174.0
2023-11-13,445.899994,448.0,443.049988,443.799988,443.799988,65916.0
2023-11-15,450.049988,454.799988,448.649994,453.899994,453.899994,126610.0
2023-11-16,455.049988,464.899994,455.049988,458.600006,458.600006,295485.0
2023-11-17,460.450012,466.899994,458.600006,462.649994,462.649994,123786.0
2023-11-20,466.950012,466.950012,455.299988,458.0,458.0,81352.0
2023-11-21,461.100006,462.399994,456.450012,461.0,461.0,138560.0
2023-11-22,464.799988,466.049988,456.25,460.600006,460.600006,135806.0
2023-11-23,462.25,463.5,458.5,461.200012,461.200012,76715.0
2023-11-24,464.950012,464.950012,457.049988,457.850006,457.850006,51298.0
2023-11-28,461.0,471.600006,459.350006,469.350006,469.350006,164521.0
2023-11-29,479.899994,482.850006,470.200012,479.850006,479.850006,122927.0
2023-11-30,488.549988,489.049988,470.5,478.5,478.5,371733.0
2023-12-01,481.0,483.100006,474.75,475.5,475.5,168786.0
2023-12-04,483.0,485.0,475.899994,477.200012,477.200012,38470.0
2023-12-05,477.350006,483.350006,475.049988,477.0,477.0,95712.0
2023-12-06,479.950012,482.0,475.200012,480.350006,480.350006,186252.0
2023-12-07,483.850006,484.299988,477.0,482.75,482.75,152470.0
2023-12-08,482.950012,484.950012,472.450012,479.200012,479.200012,63758.0
2023-12-11,481.850006,485.549988,480.0,483.649994,483.649994,39636.0
2023-12-12,485.399994,485.399994,475.0,476.100006,476.100006,39345.0
2023-12-13,477.549988,486.0,476.299988,484.850006,484.850006,75425.0
2023-12-14,486.75,488.0,484.600006,486.899994,486.899994,89196.0
2023-12-15,487.049988,494.899994,486.899994,492.5,492.5,191798.0
2023-12-18,494.799988,494.799988,488.600006,489.600006,489.600006,54487.0
2023-12-19,490.649994,492.549988,486.700012,488.25,488.25,36368.0
2023-12-20,489.149994,490.350006,469.850006,470.799988,470.799988,108732.0
2023-12-21,463.200012,477.0,463.0,474.399994,474.399994,92352.0
2023-12-22,484.850006,489.350006,477.600006,486.549988,486.549988,91585.0
2023-12-26,488.649994,490.25,482.200012,483.600006,483.600006,75533.0
2023-12-27,489.549988,496.100006,487.649994,494.149994,494.149994,191735.0
2023-12-28,496.549988,507.549988,494.799988,506.100006,506.100006,109882.0
2023-12-29,509.0,537.099976,506.799988,519.400024,519.400024,460277.0
2024-01-01,523.650024,531.799988,519.75,525.549988,525.549988,199898.0
2024-01-02,531.400024,534.799988,516.5,520.299988,520.299988,87258.0
2024-01-03,520.349976,525.0,515.5,517.900024,517.900024,62411.0
2024-01-04,528.450012,532.900024,525.799988,529.700012,529.700012,85077.0
2024-01-05,533.700012,535.75,522.599976,525.849976,525.849976,79589.0
2024-01-08,530.5,532.049988,523.650024,524.5,524.5,65906.0
2024-01-09,535.0,537.0,527.799988,531.700012,531.700012,62446.0
2024-01-10,533.049988,540.400024,527.0,538.599976,538.599976,68144.0
2024-01-11,544.549988,545.5,539.0,543.5,543.5,74380.0
2024-01-12,546.900024,546.900024,539.900024,543.599976,543.599976,67428.0
2024-01-15,549.5,549.5,540.0,541.599976,541.599976,69779.0
2024-01-16,540.950012,550.450012,539.150024,542.349976,542.349976,79293.0
2024-01-17,538.349976,541.0,534.299988,536.150024,536.150024,58284.0
2024-01-18,,,,,,
2024-01-19,547.75,547.75,543.299988,545.099976,545.099976,34672.0
2024-01-23,542.5,547.0,526.0,527.099976,527.099976,167989.0
2024-01-24,530.0,539.700012,519.0,536.950012,536.950012,65910.0
2024-01-25,537.700012,540.700012,531.650024,537.599976,537.599976,42608.0
2024-01-29,538.549988,567.900024,538.549988,563.450012,563.450012,196965.0
2024-01-30,567.650024,589.299988,565.049988,572.650024,572.650024,114626.0
2024-01-31,575.849976,593.5,575.799988,583.849976,583.849976,223513.0
2024-02-01,594.75,594.75,580.0,581.700012,581.700012,74853.0
2024-02-02,591.150024,594.900024,584.099976,585.700012,585.700012,112849.0
2024-02-05,636.5,636.5,610.0,614.700012,614.700012,235516.0
2024-02-06,621.450012,623.25,614.700012,618.950012,618.950012,60220.0
2024-02-07,625.299988,625.299988,615.349976,617.75,617.75,53804.0
2024-02-08,618.0,621.150024,608.150024,610.450012,610.450012,53436.0
2024-02-09,612.450012,612.450012,597.900024,604.900024,604.900024,48041.0
2024-02-12,605.700012,612.950012,594.049988,598.599976,598.599976,97717.0
2024-02-13,599.650024,606.0,590.400024,599.599976,599.599976,76493.0
2024-02-14,593.25,608.950012,592.0,607.75,607.75,75123.0
2024-02-15,612.5,615.0,607.099976,609.799988,609.799988,64199.0
2024-02-16,615.75,629.700012,614.450012,619.950012,619.950012,107966.0
2024-02-19,624.950012,624.950012,612.25,612.950012,612.950012,34642.0
2024-02-20,617.549988,617.549988,607.549988,612.349976,612.349976,36607.0
2024-02-21,613.299988,620.5,606.349976,610.599976,610.599976,43325.0
2024-02-22,610.099976,617.25,604.849976,616.0,616.0,54015.0
2024-02-23,616.299988,619.25,611.099976,615.099976,615.099976,65334.0
2024-02-26,615.099976,622.650024,613.349976,615.400024,615.400024,29763.0
2024-02-27,619.599976,635.0,616.400024,633.25,633.25,94242.0
2024-02-28,639.799988,643.0,626.200012,632.25,632.25,246337.0
2024-02-29,633.0,635.900024,622.200012,632.950012,632.950012,103150.0
2024-03-01,639.849976,653.549988,635.799988,650.799988,650.799988,184327.0
2024-03-04,663.25,663.900024,654.75,660.0,660.0,78645.0
2024-03-05,695.049988,712.900024,672.0,678.099976,678.099976,444308.0
2024-03-06,679.950012,684.299988,670.5,678.5,678.5,61900.0
2024-03-07,685.349976,694.0,674.5,688.599976,688.599976,67456.0
2024-03-11,694.950012,694.950012,678.950012,684.049988,684.049988,48718.0
2024-03-12,684.950012,688.5,671.0,675.849976,675.849976,33196.0
2024-03-13,675.849976,679.299988,636.099976,642.349976,642.349976,64143.0
2024-03-14,640.450012,651.099976,631.150024,641.650024,641.650024,82092.0
2024-03-15,647.950012,649.0,619.099976,624.700012,624.700012,88521.0
2024-03-18,620.400024,644.700012,618.5,643.200012,643.200012,82257.0
2024-03-19,644.849976,644.849976,627.299988,631.549988,631.549988,111120.0
2024-03-20,634.450012,636.5,603.950012,618.75,618.75,119507.0
2024-03-21,628.650024,639.900024,624.0,637.599976,637.599976,45038.0
2024-03-22,641.0,652.150024,627.0,649.150024,649.150024,20382.0
2024-03-26,635.900024,657.650024,635.0,651.299988,651.299988,44892.0
2024-03-27,645.599976,656.200012,645.599976,647.799988,647.799988,17784.0
2024-03-28,652.849976,667.700012,646.75,658.0,658.0,113549.0
